Location,a.m.p.m,lambda1...m.,transmission1....100.,lambda2...m.,transmission2....100.,lambda3...m.,transmission3....100.,lambda4...m.,transmission4....100.,lambda5...m.,transmission5....100.,lambda6...m.,transmission6....100.,lambda7...m.,transmission7....100.,lambda8...m.,transmission8....100.,lambda9...m.,transmission9....100.,lambda10...m.,transmission10....100.,Date,row
Calama,NA,0.355,0.592,0.403,0.706,0.46,0.804,0.511,0.846,0.637,0.892,0.702,0.927,0.83,0.95,1.008,0.959,1.244,0.963,1.61,0.969,1919-02-12,143
Calama,NA,0.355,0.578,0.403,0.693,0.46,0.788,0.511,0.837,0.637,0.887,0.702,0.917,0.83,0.946,1.008,0.96,1.244,0.965,1.61,0.967,1919-02-13,144
Calama,NA,0.355,0.578,0.403,0.695,0.46,0.79,0.511,0.841,0.637,0.887,0.702,0.919,0.83,0.95,1.008,0.958,1.244,0.96,1.61,0.969,1919-02-14,145
Calama,NA,0.355,0.575,0.403,0.691,0.46,0.781,0.511,0.825,0.637,0.878,0.702,0.906,0.83,0.931,1.008,0.939,1.244,0.939,1.61,0.94,1919-02-15,146
Calama,NA,0.355,0.586,0.403,0.692,0.46,0.78,0.511,0.831,0.637,0.882,0.702,0.909,0.83,0.963,1.008,0.948,1.244,0.954,1.61,0.954,1919-02-16,147
Calama,NA,0.355,0.59,0.403,0.712,0.46,0.802,0.511,0.851,0.637,0.893,0.702,0.929,0.83,0.954,1.008,0.969,1.244,0.963,1.61,0.969,1919-02-17,148
Calama,NA,0.355,0.606,0.403,0.722,0.46,0.803,0.511,0.857,0.637,0.903,0.702,0.933,0.83,0.959,1.008,0.975,1.244,0.974,1.61,0.97,1919-02-18,149
Calama,NA,0.355,0.609,0.403,0.74,0.46,0.823,0.511,0.837,0.637,0.906,0.702,0.936,0.83,0.959,1.008,0.972,1.244,0.969,1.61,0.975,1919-02-19,150
Calama,NA,0.355,0.616,0.403,0.729,0.46,0.822,0.511,0.862,0.637,0.908,0.702,0.938,0.83,0.963,1.008,0.975,1.244,0.975,1.61,0.984,1919-02-22,151
Calama,NA,0.355,0.603,0.403,0.72,0.46,0.802,0.511,0.851,0.637,0.895,0.702,0.924,0.83,0.948,1.008,0.958,1.244,0.961,1.61,0.967,1919-02-24,152
Calama,NA,0.355,0.61,0.403,0.723,0.46,0.808,0.511,0.861,0.637,0.905,0.702,0.939,0.83,0.96,1.008,0.973,1.244,0.975,1.61,0.98,1919-02-25,153
Calama,NA,0.355,0.606,0.403,0.733,0.46,0.814,0.511,0.865,0.637,0.901,0.702,0.926,0.83,0.961,1.008,0.971,1.244,0.973,1.61,0.976,1919-02-26,154
Calama,NA,0.355,0.6,0.403,0.698,0.46,0.786,0.511,0.844,0.637,0.886,0.702,0.918,0.83,0.944,1.008,0.95,1.244,0.951,1.61,0.956,1919-02-27,155
Calama,NA,0.355,0.56,0.403,0.63,0.46,0.741,0.511,0.771,0.637,0.84,0.702,0.884,0.83,0.929,1.008,0.944,1.244,0.944,1.61,0.952,1919-03-01,156
Calama,NA,0.355,0.591,0.403,0.7,0.46,0.806,0.511,0.848,0.637,0.896,0.702,0.924,0.83,0.957,1.008,0.964,1.244,0.969,1.61,0.973,1919-03-03,157
Calama,NA,0.355,0.582,0.403,0.678,0.46,0.791,0.511,0.84,0.637,0.888,0.702,0.914,0.83,0.941,1.008,0.949,1.244,0.95,1.61,0.961,1919-03-05,158
Calama,NA,0.355,0.604,0.403,0.726,0.46,0.812,0.511,0.856,0.637,0.903,0.702,0.937,0.83,0.957,1.008,0.971,1.244,0.97,1.61,0.974,1919-03-06,159
Calama,NA,0.355,0.588,0.403,0.692,0.46,0.779,0.511,0.828,0.637,0.889,0.702,0.916,0.83,0.942,1.008,0.964,1.244,0.964,1.61,0.969,1919-03-09,160
Calama,NA,0.355,0.6,0.403,0.711,0.46,0.801,0.511,0.844,0.637,0.896,0.702,0.925,0.83,0.955,1.008,0.969,1.244,0.971,1.61,0.979,1919-03-10,161
Calama,NA,0.355,0.585,0.403,0.708,0.46,0.805,0.511,0.845,0.637,0.887,0.702,0.918,0.83,0.944,1.008,0.959,1.244,0.956,1.61,0.954,1919-03-13,162
Calama,NA,0.355,0.585,0.403,0.697,0.46,0.787,0.511,0.837,0.637,0.886,0.702,0.921,0.83,0.947,1.008,0.965,1.244,0.97,1.61,0.972,1919-03-17,163
Calama,NA,0.355,0.603,0.403,0.703,0.46,0.798,0.511,0.851,0.637,0.894,0.702,0.928,0.83,0.956,1.008,0.971,1.244,0.975,1.61,0.977,1919-03-18,164
Calama,NA,0.355,0.615,0.403,0.718,0.46,0.813,0.511,0.855,0.637,0.905,0.702,0.933,0.83,0.952,1.008,0.97,1.244,0.971,1.61,0.97,1919-03-19,165
Calama,NA,0.355,0.614,0.403,0.712,0.46,0.802,0.511,0.852,0.637,0.902,0.702,0.934,0.83,0.957,1.008,0.973,1.244,0.97,1.61,0.973,1919-03-21,166
Calama,NA,0.355,0.616,0.403,0.709,0.46,0.795,0.511,0.849,0.637,0.902,0.702,0.934,0.83,0.952,1.008,0.968,1.244,0.964,1.61,0.969,1919-03-25,167
Calama,NA,0.355,0.619,0.403,0.722,0.46,0.829,0.511,0.868,0.637,0.911,0.702,0.941,0.83,0.967,1.008,0.982,1.244,0.983,1.61,0.983,1919-03-26,168
Calama,NA,0.355,0.605,0.403,0.717,0.46,0.813,0.511,0.861,0.637,0.907,0.702,0.934,0.83,0.959,1.008,0.971,1.244,0.972,1.61,0.975,1919-03-28,169
Calama,NA,0.355,0.589,0.403,0.688,0.46,0.774,0.511,0.843,0.637,0.886,0.702,0.919,0.83,0.942,1.008,0.959,1.244,0.963,1.61,0.967,1919-03-30,170
Calama,NA,0.355,0.588,0.403,0.696,0.46,0.789,0.511,0.844,0.637,0.894,0.702,0.921,0.83,0.951,1.008,0.96,1.244,0.964,1.61,0.968,1919-03-31,171
Calama,NA,0.355,0.597,0.403,0.708,0.46,0.807,0.511,0.846,0.637,0.895,0.702,0.924,0.83,0.95,1.008,0.959,1.244,0.958,1.61,0.962,1919-04-01,172
Calama,NA,0.355,0.604,0.403,0.719,0.46,0.806,0.511,0.853,0.637,0.897,0.702,0.926,0.83,0.953,1.008,0.968,1.244,0.975,1.61,0.982,1919-04-02,173
Calama,NA,0.355,0.591,0.403,0.684,0.46,0.774,0.511,0.828,0.637,0.883,0.702,0.916,0.83,0.944,1.008,0.959,1.244,0.967,1.61,0.97,1919-04-03,174
Calama,NA,0.355,0.553,0.403,0.671,0.46,0.758,0.511,0.818,0.637,0.871,0.702,0.904,0.83,0.934,1.008,0.948,1.244,0.951,1.61,0.955,1919-04-04,175
Calama,NA,0.355,0.577,0.403,0.703,0.46,0.799,0.511,0.852,0.637,0.902,0.702,0.929,0.83,0.95,1.008,0.969,1.244,0.972,1.61,0.972,1919-04-05,176
Calama,NA,0.355,0.608,0.403,0.726,0.46,0.819,0.511,0.854,0.637,0.902,0.702,0.933,0.83,0.952,1.008,0.964,1.244,0.96,1.61,0.964,1919-04-06,177
Calama,NA,0.355,0.59,0.403,0.712,0.46,0.796,0.511,0.852,0.637,0.898,0.702,0.934,0.83,0.956,1.008,0.971,1.244,0.971,1.61,0.979,1919-04-07,178
Calama,NA,0.355,0.589,0.403,0.715,0.46,0.804,0.511,0.852,0.637,0.902,0.702,0.93,0.83,0.956,1.008,0.975,1.244,0.971,1.61,0.98,1919-04-08,179
Calama,NA,0.355,0.611,0.403,0.731,0.46,0.83,0.511,0.864,0.637,0.91,0.702,0.944,0.83,0.959,1.008,0.973,1.244,0.974,1.61,0.981,1919-04-09,180
Calama,NA,0.355,0.613,0.403,0.738,0.46,0.83,0.511,0.872,0.637,0.916,0.702,0.95,0.83,0.966,1.008,0.98,1.244,0.98,1.61,0.978,1919-04-10,181
Calama,NA,0.355,0.624,0.403,0.739,0.46,0.829,0.511,0.873,0.637,0.914,0.702,0.944,0.83,0.963,1.008,0.977,1.244,0.975,1.61,0.977,1919-04-11,182
Calama,NA,0.355,0.592,0.403,0.723,0.46,0.913,0.511,0.867,0.637,0.911,0.702,0.945,0.83,0.965,1.008,0.979,1.244,0.976,1.61,0.982,1919-04-12,183
Calama,NA,0.355,0.609,0.403,0.72,0.46,0.821,0.511,0.868,0.637,0.906,0.702,0.944,0.83,0.963,1.008,0.975,1.244,0.97,1.61,0.976,1919-04-13,184
Calama,NA,0.355,0.589,0.403,0.705,0.46,0.804,0.511,0.85,0.637,0.896,0.702,0.933,0.83,0.956,1.008,0.971,1.244,0.97,1.61,0.979,1919-04-14,185
Calama,NA,0.355,0.607,0.403,0.731,0.46,0.821,0.511,0.868,0.637,0.907,0.702,0.943,0.83,0.962,1.008,0.97,1.244,0.969,1.61,0.974,1919-04-15,186
Calama,NA,0.355,0.615,0.403,0.726,0.46,0.818,0.511,0.861,0.637,0.897,0.702,0.934,0.83,0.958,1.008,0.971,1.244,0.975,1.61,0.98,1919-04-16,187
Calama,NA,0.355,0.578,0.403,0.694,0.46,0.8,0.511,0.846,0.637,0.892,0.702,0.924,0.83,0.948,1.008,0.963,1.244,0.964,1.61,0.968,1919-04-18,188
Calama,NA,0.355,0.588,0.403,0.702,0.46,0.802,0.511,0.848,0.637,0.895,0.702,0.935,0.83,0.954,1.008,0.971,1.244,0.97,1.61,0.982,1919-04-19,189
Calama,NA,0.355,0.608,0.403,0.711,0.46,0.787,0.511,0.853,0.637,0.901,0.702,0.827,0.83,0.949,1.008,0.961,1.244,0.962,1.61,0.972,1919-04-22,190
Calama,NA,0.355,0.607,0.403,0.725,0.46,0.815,0.511,0.874,0.637,0.917,0.702,0.939,0.83,0.968,1.008,0.979,1.244,0.974,1.61,0.98,1919-04-23,191
Calama,NA,0.355,0.632,0.403,0.746,0.46,0.836,0.511,0.885,0.637,0.924,0.702,0.849,0.83,0.974,1.008,0.984,1.244,0.98,1.61,0.984,1919-04-24,192
Calama,NA,0.355,0.632,0.403,0.746,0.46,0.836,0.511,0.885,0.637,0.924,0.702,0.949,0.83,0.974,1.008,0.984,1.244,0.98,1.61,0.984,1919-04-25,193
Calama,NA,0.355,0.635,0.403,0.726,0.46,0.833,0.511,0.877,0.637,0.914,0.702,0.948,0.83,0.969,1.008,0.981,1.244,0.946,1.61,0.985,1919-04-25,194
Calama,NA,0.355,0.613,0.403,0.734,0.46,0.831,0.511,0.871,0.637,0.916,0.702,0.942,0.83,0.967,1.008,0.969,1.244,0.977,1.61,0.98,1919-04-26,195
Calama,NA,0.355,0.61,0.403,0.736,0.46,0.823,0.511,0.868,0.637,0.914,0.702,0.944,0.83,0.962,1.008,0.976,1.244,0.974,1.61,0.983,1919-04-27,196
Calama,NA,0.355,0.616,0.403,0.738,0.46,0.825,0.511,0.871,0.637,0.914,0.702,0.946,0.83,0.959,1.008,0.968,1.244,0.97,1.61,0.975,1919-04-28,197
Calama,NA,0.355,0.61,0.403,0.729,0.46,0.821,0.511,0.867,0.637,0.909,0.702,0.945,0.83,0.964,1.008,0.977,1.244,0.981,1.61,0.983,1919-04-29,198
Calama,NA,0.355,0.611,0.403,0.729,0.46,0.818,0.511,0.873,0.637,0.904,0.702,0.644,0.83,0.966,1.008,0.974,1.244,0.974,1.61,0.98,1919-04-30,199
Calama,NA,0.355,0.621,0.403,0.738,0.46,0.825,0.511,0.872,0.637,0.916,0.702,0.945,0.83,0.966,1.008,0.979,1.244,0.979,1.61,0.984,1919-05-01,200
Calama,NA,0.355,0.615,0.403,0.73,0.46,0.819,0.511,0.866,0.637,0.906,0.702,0.938,0.83,0.965,1.008,0.977,1.244,0.976,1.61,0.98,1919-05-02,201
Calama,NA,0.355,0.615,0.403,0.742,0.46,0.83,0.511,0.873,0.637,0.919,0.702,0.944,0.83,0.978,1.008,0.979,1.244,0.979,1.61,0.986,1919-05-03,202
Calama,NA,0.355,0.632,0.403,0.74,0.46,0.821,0.511,0.881,0.637,0.921,0.702,0.949,0.83,0.966,1.008,0.973,1.244,0.976,1.61,0.978,1919-05-04,203
Calama,NA,0.355,0.646,0.403,0.736,0.46,0.834,0.511,0.878,0.637,0.914,0.702,0.949,0.83,0.968,1.008,0.975,1.244,0.976,1.61,0.982,1919-05-05,204
Calama,NA,0.355,0.627,0.403,0.748,0.46,0.824,0.511,0.872,0.637,0.913,0.702,0.941,0.83,0.968,1.008,0.979,1.244,0.975,1.61,0.983,1919-05-06,205
Calama,NA,0.355,0.621,0.403,0.732,0.46,0.827,0.511,0.875,0.637,0.913,0.702,0.947,0.83,0.969,1.008,0.981,1.244,0.979,1.61,0.983,1919-05-07,206
Calama,NA,0.355,0.624,0.403,0.746,0.46,0.829,0.511,0.866,0.637,0.91,0.702,0.941,0.83,0.965,1.008,0.975,1.244,0.972,1.61,0.974,1919-05-08,207
Calama,NA,0.355,0.623,0.403,0.741,0.46,0.828,0.511,0.878,0.637,0.92,0.702,0.944,0.83,0.971,1.008,0.981,1.244,0.979,1.61,0.983,1919-05-09,208
Calama,NA,0.355,0.605,0.403,0.721,0.46,0.823,0.511,0.87,0.637,0.912,0.702,0.946,0.83,0.969,1.008,0.981,1.244,0.981,1.61,0.985,1919-05-10,209
Calama,NA,0.355,0.598,0.403,0.705,0.46,0.805,0.511,0.852,0.637,0.894,0.702,0.928,0.83,0.956,1.008,0.971,1.244,0.968,1.61,0.971,1919-05-11,210
Calama,NA,0.355,0.612,0.403,0.719,0.46,0.812,0.511,0.864,0.637,0.903,0.702,0.934,0.83,0.959,1.008,0.975,1.244,0.976,1.61,0.981,1919-05-12,211
Calama,NA,0.355,0.604,0.403,0.738,0.46,0.819,0.511,0.862,0.637,0.904,0.702,0.941,0.83,0.963,1.008,0.971,1.244,0.969,1.61,0.974,1919-05-13,212
Calama,NA,0.355,0.601,0.403,0.706,0.46,0.793,0.511,0.853,0.637,0.901,0.702,0.936,0.83,0.953,1.008,0.969,1.244,0.97,1.61,0.974,1919-05-14,213
Calama,NA,0.355,0.618,0.403,0.74,0.46,0.824,0.511,0.873,0.637,0.917,0.702,0.944,0.83,0.97,1.008,0.983,1.244,0.979,1.61,0.986,1919-05-15,214
Calama,NA,0.355,0.621,0.403,0.751,0.46,0.834,0.511,0.888,0.637,0.922,0.702,0.951,0.83,0.976,1.008,0.986,1.244,0.981,1.61,0.984,1919-05-16,215
Calama,NA,0.355,0.625,0.403,0.745,0.46,0.83,0.511,0.876,0.637,0.916,0.702,0.941,0.83,0.968,1.008,0.98,1.244,0.977,1.61,0.982,1919-05-18,216
Calama,NA,0.355,0.632,0.403,0.749,0.46,0.831,0.511,0.881,0.637,0.918,0.702,0.946,0.83,0.969,1.008,0.982,1.244,0.976,1.61,0.983,1919-05-19,217
Calama,NA,0.355,0.619,0.403,0.748,0.46,0.831,0.511,0.88,0.637,0.925,0.702,0.947,0.83,0.972,1.008,0.981,1.244,0.979,1.61,0.984,1919-05-20,218
Calama,NA,0.355,0.637,0.403,0.752,0.46,0.833,0.511,0.872,0.637,0.915,0.702,0.948,0.83,0.968,1.008,0.979,1.244,0.984,1.61,0.981,1919-05-21,219
Calama,NA,0.355,0.602,0.403,0.746,0.46,0.833,0.511,0.88,0.637,0.914,0.702,0.952,0.83,0.97,1.008,0.979,1.244,0.962,1.61,0.983,1919-05-22,220
Calama,NA,0.355,0.602,0.403,0.731,0.46,0.821,0.511,0.87,0.637,0.913,0.702,0.941,0.83,0.962,1.008,0.972,1.244,0.978,1.61,0.981,1919-05-23,221
Calama,NA,0.355,0.605,0.403,0.738,0.46,0.83,0.511,0.87,0.637,0.923,0.702,0.946,0.83,0.971,1.008,0.98,1.244,0.981,1.61,0.983,1919-05-24,222
Calama,NA,0.355,0.61,0.403,0.739,0.46,0.824,0.511,0.87,0.637,0.916,0.702,0.052,0.83,0.073,1.008,0.984,1.244,0.984,1.61,0.988,1919-05-28,223
Calama,NA,0.355,0.603,0.403,0.74,0.46,0.834,0.511,0.874,0.637,0.925,0.702,0.954,0.83,0.972,1.008,0.983,1.244,0.978,1.61,0.98,1919-05-29,224
Calama,NA,0.355,0.599,0.403,0.728,0.46,0.828,0.511,0.876,0.637,0.916,0.702,0.94,0.83,0.968,1.008,0.972,1.244,0.981,1.61,0.988,1919-05-30,225
Calama,NA,0.355,0.612,0.403,0.75,0.46,0.833,0.511,0.87,0.637,0.915,0.702,0.948,0.83,0.965,1.008,0.977,1.244,0.979,1.61,0.979,1919-05-31,226
Calama,NA,0.355,0.621,0.403,0.737,0.46,0.882,0.511,0.878,0.637,0.918,0.702,0.943,0.83,0.968,1.008,0.981,1.244,0.985,1.61,0.986,1919-06-01,227
Calama,NA,0.355,0.602,0.403,0.735,0.46,0.823,0.511,0.877,0.637,0.918,0.702,0.951,0.83,0.971,1.008,0.983,1.244,0.989,1.61,0.986,1919-06-02,228
Calama,NA,0.355,0.612,0.403,0.74,0.46,0.833,0.511,0.874,0.637,0.918,0.702,0.955,0.83,0.972,1.008,0.979,1.244,0.978,1.61,0.983,1919-06-03,229
Calama,NA,0.355,0.608,0.403,0.726,0.46,0.819,0.511,0.866,0.637,0.911,0.702,0.94,0.83,0.964,1.008,0.982,1.244,0.687,1.61,0.985,1919-06-04,230
Calama,NA,0.355,0.616,0.403,0.73,0.46,0.822,0.511,0.867,0.637,0.913,0.702,0.944,0.83,0.968,1.008,0.979,1.244,0.978,1.61,0.981,1919-06-05,231
Calama,NA,0.355,0.615,0.403,0.74,0.46,0.84,0.511,0.877,0.637,0.914,0.702,0.944,0.83,0.964,1.008,0.976,1.244,0.971,1.61,0.979,1919-06-09,232
Calama,NA,0.355,0.615,0.403,0.728,0.46,0.813,0.511,0.857,0.637,0.896,0.702,0.932,0.83,0.954,1.008,0.96,1.244,0.968,1.61,0.974,1919-06-10,233
Calama,NA,0.355,0.6,0.403,0.728,0.46,0.828,0.511,0.859,0.637,0.903,0.702,0.941,0.83,0.96,1.008,0.965,1.244,0.964,1.61,0.967,1919-06-14,234
Calama,NA,0.355,0.616,0.403,0.742,0.46,0.824,0.511,0.872,0.637,0.916,0.702,0.944,0.83,0.97,1.008,0.973,1.244,0.974,1.61,0.976,1919-06-15,235
Calama,NA,0.355,0.611,0.403,0.737,0.46,0.828,0.511,0.875,0.637,0.917,0.702,0.941,0.83,0.969,1.008,0.979,1.244,0.977,1.61,0.982,1919-06-16,236
Calama,NA,0.355,0.608,0.403,0.732,0.46,0.829,0.511,0.969,0.637,0.917,0.702,0.949,0.83,0.971,1.008,0.979,1.244,0.979,1.61,0.98,1919-06-19,237
Calama,NA,0.355,0.622,0.403,0.742,0.46,0.824,0.511,0.874,0.637,0.906,0.702,0.94,0.83,0.966,1.008,0.982,1.244,0.98,1.61,0.978,1919-06-20,238
Calama,NA,0.355,0.62,0.403,0.727,0.46,0.819,0.511,0.856,0.637,0.904,0.702,0.935,0.83,0.956,1.008,0.972,1.244,0.97,1.61,0.979,1919-06-21,239
Calama,NA,0.355,0.622,0.403,0.746,0.46,0.833,0.511,0.871,0.637,0.91,0.702,0.947,0.83,0.963,1.008,0.972,1.244,0.975,1.61,0.977,1919-06-22,240
Calama,NA,0.355,0.62,0.403,0.743,0.46,0.832,0.511,0.871,0.637,0.908,0.702,0.943,0.83,0.964,1.008,0.973,1.244,0.972,1.61,0.972,1919-06-23,241
Calama,NA,0.355,0.64,0.403,0.743,0.46,0.832,0.511,0.876,0.637,0.921,0.702,0.947,0.83,0.969,1.008,0.976,1.244,0.974,1.61,0.979,1919-06-24,242
Calama,NA,0.355,0.623,0.403,0.734,0.46,0.829,0.511,0.874,0.637,0.916,0.702,0.944,0.83,0.965,1.008,0.977,1.244,0.978,1.61,0.98,1919-06-25,243
Calama,NA,0.355,0.626,0.403,0.737,0.46,0.832,0.511,0.878,0.637,0.919,0.702,0.947,0.83,0.966,1.008,0.978,1.244,0.979,1.61,0.961,1919-06-26,244
Calama,NA,0.355,0.611,0.403,0.732,0.46,0.814,0.511,0.861,0.637,0.912,0.702,0.94,0.83,0.968,1.008,0.977,1.244,0.976,1.61,0.978,1919-06-27,245
Calama,NA,0.355,0.621,0.403,0.732,0.46,0.827,0.511,0.873,0.637,0.915,0.702,0.943,0.83,0.964,1.008,0.976,1.244,0.977,1.61,0.979,1919-06-28,246
Calama,NA,0.355,0.614,0.403,0.724,0.46,0.818,0.511,0.864,0.637,0.908,0.702,0.938,0.83,0.961,1.008,0.974,1.244,0.974,1.61,0.977,1919-06-29,247
Calama,NA,0.355,0.61,0.403,0.721,0.46,0.815,0.511,0.861,0.637,0.905,0.702,0.935,0.83,0.96,1.008,0.973,1.244,0.973,1.61,0.976,1919-06-30,248
Calama,NA,0.355,0.638,0.403,0.725,0.46,0.809,0.511,0.859,0.637,0.898,0.702,0.939,0.83,0.969,1.008,0.979,1.244,0.978,1.61,0.986,1919-07-01,249
Calama,NA,0.355,0.616,0.403,0.727,0.46,0.821,0.511,0.867,0.637,0.91,0.702,0.939,0.83,0.962,1.008,0.975,1.244,0.975,1.61,0.978,1919-07-02,250
Calama,NA,0.355,0.623,0.403,0.731,0.46,0.818,0.511,0.86,0.637,0.907,0.702,0.939,0.83,0.968,1.008,0.981,1.244,0.982,1.61,0.986,1919-07-03,251
Calama,NA,0.355,0.612,0.403,0.725,0.46,0.818,0.511,0.865,0.637,0.907,0.702,0.939,0.83,0.962,1.008,0.973,1.244,0.973,1.61,0.977,1919-07-04,252
Calama,NA,0.355,0.619,0.403,0.729,0.46,0.824,0.511,0.869,0.637,0.912,0.702,0.941,0.83,0.963,1.008,0.975,1.244,0.976,1.61,0.978,1919-07-06,253
Calama,NA,0.355,0.621,0.403,0.731,0.46,0.826,0.511,0.872,0.637,0.914,0.702,0.942,0.83,0.964,1.008,0.976,1.244,0.977,1.61,0.979,1919-07-09,254
Calama,NA,0.355,0.618,0.403,0.729,0.46,0.823,0.511,0.869,0.637,0.912,0.702,0.941,0.83,0.963,1.008,0.975,1.244,0.976,1.61,0.978,1919-07-10,255
Calama,NA,0.355,0.616,0.403,0.729,0.46,0.822,0.511,0.869,0.637,0.91,0.702,0.943,0.83,0.964,1.008,0.975,1.244,0.974,1.61,0.979,1919-07-11,256
Calama,NA,0.355,0.648,0.403,0.752,0.46,0.824,0.511,0.869,0.637,0.914,0.702,0.949,0.83,0.973,1.008,0.975,1.244,0.974,1.61,0.981,1919-07-12,257
Calama,NA,0.355,0.623,0.403,0.737,0.46,0.829,0.511,0.877,0.637,0.917,0.702,0.948,0.83,0.967,1.008,0.977,1.244,0.977,1.61,0.981,1919-07-13,258
Calama,NA,0.355,0.617,0.403,0.731,0.46,0.823,0.511,0.87,0.637,0.912,0.702,0.944,0.83,0.965,1.008,0.975,1.244,0.975,1.61,0.979,1919-07-14,259
Calama,NA,0.355,0.622,0.403,0.735,0.46,0.827,0.511,0.875,0.637,0.915,0.702,0.947,0.83,0.966,1.008,0.976,1.244,0.976,1.61,0.98,1919-07-15,260
Calama,NA,0.355,0.609,0.403,0.729,0.46,0.818,0.511,0.853,0.637,0.894,0.702,0.932,0.83,0.957,1.008,0.968,1.244,0.966,1.61,0.973,1919-07-17,261
Calama,NA,0.355,0.642,0.403,0.738,0.46,0.831,0.511,0.873,0.637,0.916,0.702,0.946,0.83,0.968,1.008,0.979,1.244,0.979,1.61,0.981,1919-07-18,262
Calama,NA,0.355,0.613,0.403,0.727,0.46,0.819,0.511,0.866,0.637,0.908,0.702,0.941,0.83,0.963,1.008,0.974,1.244,0.974,1.61,0.978,1919-07-19,263
Calama,NA,0.355,0.612,0.403,0.725,0.46,0.817,0.511,0.864,0.637,0.907,0.702,0.939,0.83,0.962,1.008,0.973,1.244,0.973,1.61,0.977,1919-07-20,264
Calama,NA,0.355,0.617,0.403,0.718,0.46,0.816,0.511,0.857,0.637,0.902,0.702,0.942,0.83,0.967,1.008,0.979,1.244,0.984,1.61,0.98,1919-07-21,265
Calama,NA,0.355,0.606,0.403,0.718,0.46,0.811,0.511,0.858,0.637,0.902,0.702,0.935,0.83,0.959,1.008,0.971,1.244,0.971,1.61,0.975,1919-07-22,266
Calama,NA,0.355,0.62,0.403,0.733,0.46,0.825,0.511,0.873,0.637,0.913,0.702,0.945,0.83,0.966,1.008,0.976,1.244,0.976,1.61,0.98,1919-07-23,267
Calama,NA,0.355,0.642,0.403,0.755,0.46,0.831,0.511,0.875,0.637,0.913,0.702,0.949,0.83,0.969,1.008,0.98,1.244,0.981,1.61,0.981,1919-07-24,268
Calama,NA,0.355,0.62,0.403,0.733,0.46,0.826,0.511,0.873,0.637,0.914,0.702,0.946,0.83,0.966,1.008,0.976,1.244,0.976,1.61,0.98,1919-07-25,269
Calama,NA,0.355,0.612,0.403,0.725,0.46,0.818,0.511,0.866,0.637,0.907,0.702,0.94,0.83,0.963,1.008,0.973,1.244,0.973,1.61,0.978,1919-07-26,270
Calama,NA,0.355,0.614,0.403,0.727,0.46,0.819,0.511,0.866,0.637,0.908,0.702,0.941,0.83,0.963,1.008,0.974,1.244,0.974,1.61,0.978,1919-07-27,271
Calama,NA,0.355,0.641,0.403,0.734,0.46,0.827,0.511,0.863,0.637,0.908,0.702,0.941,0.83,0.968,1.008,0.979,1.244,0.982,1.61,0.983,1919-07-28,272
Calama,NA,0.355,0.619,0.403,0.729,0.46,0.824,0.511,0.869,0.637,0.912,0.702,0.941,0.83,0.967,1.008,0.975,1.244,0.976,1.61,0.978,1919-07-29,273
Calama,NA,0.355,0.615,0.403,0.728,0.46,0.821,0.511,0.868,0.637,0.909,0.702,0.942,0.83,0.964,1.008,0.974,1.244,0.974,1.61,0.978,1919-07-30,274
Calama,NA,0.355,0.62,0.403,0.733,0.46,0.825,0.511,0.872,0.637,0.913,0.702,0.945,0.83,0.966,1.008,0.976,1.244,0.975,1.61,0.98,1919-07-31,275
Calama,NA,0.355,0.639,0.403,0.732,0.46,0.824,0.511,0.872,0.637,0.908,0.702,0.943,0.83,0.971,1.008,0.979,1.244,0.979,1.61,0.983,1919-08-01,276
Calama,NA,0.355,0.619,0.403,0.732,0.46,0.824,0.511,0.872,0.637,0.913,0.702,0.94,0.83,0.955,1.008,0.976,1.244,0.975,1.61,0.98,1919-08-02,277
Calama,NA,0.355,0.608,0.403,0.721,0.46,0.814,0.511,0.861,0.637,0.904,0.702,0.937,0.83,0.961,1.008,0.972,1.244,0.972,1.61,0.976,1919-08-03,278
Calama,NA,0.355,0.615,0.403,0.728,0.46,0.82,0.511,0.867,0.637,0.909,0.702,0.941,0.83,0.964,1.008,0.974,1.244,0.974,1.61,0.978,1919-08-04,279
Calama,NA,0.355,0.629,0.403,0.734,0.46,0.824,0.511,0.862,0.637,0.907,0.702,0.942,0.83,0.966,1.008,0.976,1.244,0.978,1.61,0.98,1919-08-05,280
Calama,NA,0.355,0.605,0.403,0.717,0.46,0.81,0.511,0.857,0.637,0.907,0.702,0.934,0.83,0.959,1.008,0.97,1.244,0.97,1.61,0.975,1919-08-06,281
Calama,NA,0.355,0.615,0.403,0.727,0.46,0.82,0.511,0.867,0.637,0.909,0.702,0.941,0.83,0.964,1.008,0.974,1.244,0.974,1.61,0.978,1919-08-07,282
Calama,NA,0.355,0.638,0.403,0.74,0.46,0.823,0.511,0.86,0.637,0.901,0.702,0.937,0.83,0.961,1.008,0.977,1.244,0.974,1.61,0.979,1919-08-08,283
Calama,NA,0.355,0.615,0.403,0.728,0.46,0.82,0.511,0.867,0.637,0.909,0.702,0.941,0.83,0.964,1.008,0.974,1.244,0.974,1.61,0.978,1919-08-09,284
Calama,NA,0.355,0.616,0.403,0.731,0.46,0.823,0.511,0.87,0.637,0.912,0.702,0.944,0.83,0.965,1.008,0.975,1.244,0.974,1.61,0.979,1919-08-10,285
Calama,NA,0.355,0.617,0.403,0.728,0.46,0.822,0.511,0.869,0.637,0.911,0.702,0.94,0.83,0.962,1.008,0.975,1.244,0.976,1.61,0.978,1919-08-11,286
